seed,truth,regret,truth_weight,off_truth_weight,entropy,largest_absorber,largest_absorber_weight,weight_global_downweight,weight_cue_local_relearning,weight_context_split,weight_continuous_drift,weight_change_point,gap_truth_minus_global_downweight,gap_truth_minus_cue_local_relearning,gap_truth_minus_context_split,gap_truth_minus_continuous_drift,gap_truth_minus_change_point
787810,global_downweight,0.02366204405740069,0.4281390113503676,0.5718609886496324,1.071996987099382,continuous_drift,0.3527072500040268,0.4281390113503676,0.2179039080475658,0.0006362157961173261,0.3527072500040268,0.0006136148019225014,0.0,0.04076828724755455,0.7689954691470273,0.04701603537799137,0.7858845807066919
787811,global_downweight,0.019520008815899548,0.5685372395796489,0.43146276042035114,0.9439797888898461,cue_local_relearning,0.30813379350210685,0.5685372395796489,0.30813379350210685,0.00029512377109907034,0.12303380302497752,4.012216774777886e-08,0.0,0.10032467320703287,0.6309062666381857,-0.023758610961698068,0.44774419146230393
787812,global_downweight,-0.03854093081801335,0.28501392125319347,0.7149860787468065,1.2142388728549471,context_split,0.4697371755001127,0.28501392125319347,0.08258052971606783,0.4697371755001127,0.16264918957868002,1.918395194606462e-05,0.0,0.11150511937531693,-0.06909732071588426,-0.04102779483317942,0.04969646619555146
787813,global_downweight,-0.011449164963043046,0.4452175759292996,0.5547824240707004,1.072491838209237,continuous_drift,0.31258331140253826,0.4452175759292996,0.24148071784937272,0.0005500424851423342,0.31258331140253826,0.0001683523336471149,0.0,-0.06724910709536402,-0.21513071620346036,0.03615412429675757,0.6896966842885153
787814,global_downweight,-0.11040748224889585,0.49916115789631343,0.5008388421036866,1.043734116166419,cue_local_relearning,0.2559511842029451,0.49916115789631343,0.2559511842029451,0.0004926931518131927,0.2443946669920593,2.977568690385958e-07,0.0,-0.16164332662630887,0.19038403265363613,-0.1744548592398294,0.018375358068123404
787815,global_downweight,-0.023139994140989106,0.40889823140052817,0.5911017685994718,1.180273560717271,cue_local_relearning,0.3326721179296077,0.40889823140052817,0.3326721179296077,0.010789847610201247,0.2335953008019368,0.014044502257726087,0.0,-0.06935455824166148,0.08480256617257176,0.013555161525022008,1.5241627323669924
787816,global_downweight,0.03497818445091605,0.3913845233419761,0.6086154766580238,1.0291076290955685,continuous_drift,0.4861034891038748,0.3913845233419761,0.10737964581630126,0.003595430028187692,0.4861034891038748,0.01153691170966022,0.0,-0.0161554310695875,0.0928202590297138,0.09181931176426072,0.05496213226414337
787817,global_downweight,-0.00984920043124271,0.29510802509846995,0.7048919749015301,1.1198924931111187,cue_local_relearning,0.5558989083852656,0.29510802509846995,0.5558989083852656,0.05880523670453097,0.06852023109439927,0.021667598717334223,0.0,-0.03596873922025701,0.193685818285541,0.10397265349268281,0.234805913463493
787818,global_downweight,0.020090046189935595,0.5199183063433988,0.48008169365660125,0.9721390679630216,cue_local_relearning,0.36585280186706803,0.5199183063433988,0.36585280186706803,0.0037035814657006964,0.1105229564202199,2.3539036124999002e-06,0.0,0.09363998803817974,0.014825830584368482,-0.0425601239992357,0.5587897625271294
787819,global_downweight,-0.014205632539683322,0.6288690432392108,0.3711309567607892,0.8932491485315214,cue_local_relearning,0.25132446233617317,0.6288690432392108,0.25132446233617317,2.561629735566801e-05,0.11977915658515459,1.7215421057608612e-06,0.0,-0.06449854413603973,-0.11988593608138043,0.06647594779066157,0.06793180804720844
787820,global_downweight,-0.021105402015954677,0.21070728617189055,0.7892927138281094,0.6923813806711389,continuous_drift,0.7434831820071022,0.21070728617189055,0.04533967143105869,0.00046790948583213274,0.7434831820071022,1.9509041165949745e-06,0.0,0.06645656193997862,0.029363157431918196,-0.030140173965945927,0.04790482153668574
787821,global_downweight,-0.020596384864567607,0.28675265929305205,0.713247340706948,1.0569032442797253,cue_local_relearning,0.47782842728590114,0.28675265929305205,0.47782842728590114,0.0007932312836380306,0.23462435442160395,1.3277158050624446e-06,0.0,-0.03177154818768724,0.1423695360243622,-0.020305247183408426,1.3782735890072075
787822,global_downweight,0.019594545665004848,0.39775560745915906,0.602244392540841,0.901662197722755,cue_local_relearning,0.5256510796605944,0.39775560745915906,0.5256510796605944,4.030846502399437e-06,0.07658163501808868,7.647015655328269e-06,0.0,0.028138315036438932,-0.16459686881405222,0.08943395229162565,1.398816978479017
