seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809375,120,1,2,5,1.0,0.0,steady-low,0.1,-6.497407533862374,0,0.2669779203928571,0.0667150962665411,0.1,0.35833333333333334,0.058333333333333334,-10.753920634115211,0,0.15709822924707265,0.05664251644276869,0.0,0.0,0.1
809376,60,1,3,5,1.0,0.0,steady-low,0.13333333333333333,-0.8243957617352062,0,0.5118790111891967,0.06004390530350623,0.13333333333333333,0.38333333333333336,0.11666666666666667,-5.396440887731374,0,0.22325169792345895,0.04787668999976313,0.0,0.0,0.13333333333333333
809377,120,1,2,5,1.0,0.0,steady-low,0.1,-8.725878447060875,0,0.2582263736922794,0.06605354687254322,0.025,0.23333333333333334,0.08333333333333333,-8.39806377397136,0,0.24874946983267648,0.05869667872528522,0.0,0.0,0.1
809378,60,1,1,5,1.0,0.0,steady-low,0.1,-1.9888485217639187,0,0.3512473365237542,0.0548022740864757,0.06666666666666667,0.4,0.1,-4.399536309416662,0,0.16089945966493438,0.06128324811621072,0.0,0.0,0.1
809379,90,1,3,5,1.0,0.0,none,0.03333333333333333,-8.012717405905589,0,0.10695905242225714,0.061486078291943524,0.022222222222222223,0.1111111111111111,0.03333333333333333,-8.203153686439945,0,0.1038265643323604,0.061486078291943524,0.0,0.0,0.03333333333333333
809380,120,1,2,5,1.0,0.0,none,0.016666666666666666,-8.298198532353048,0,0.31089050745651836,0.06352568218601717,0.05,0.16666666666666666,0.016666666666666666,-9.017588395816443,0,0.28642042278646246,0.06352568218601717,0.0,0.0,0.016666666666666666
809381,60,2,3|3,1,0.0,1.0,steady-low,0.18333333333333332,2.9663958559138432,1,0.9261076830116043,0.08519706639438285,0.1,0.48333333333333334,0.15,-3.121024377047132,0,0.265569424554682,0.04983283084929291,0.0,0.0,0.18333333333333332
809382,120,2,1|1,1,0.0,1.0,steady-low,0.1,-7.262821959968424,0,0.12526058628555412,0.07661673990067858,0.06666666666666667,0.25,0.075,-1.1847767038588084,0,0.6896281455658697,0.06290595651010544,0.0,0.0,0.1
809383,90,2,2|2,1,0.0,1.0,none,0.044444444444444446,-7.186827677167307,0,0.20641584069623023,0.05288595134317603,0.03333333333333333,0.18888888888888888,0.044444444444444446,-6.657046133449821,0,0.216146737709816,0.05269695607208241,0.0,0.0,0.044444444444444446
809384,90,2,3|3,1,0.0,1.0,bursty-moderate,0.24444444444444444,0.5469234543401877,0,0.7793440219303029,0.0529065445449311,0.06666666666666667,0.13333333333333333,0.2,3.0957637714919226,1,0.9087499421003347,0.060591383076702865,0.0,0.0,0.24444444444444444
809385,60,2,2|2,1,0.0,1.0,steady-low,0.15,-5.9009280277637455,0,0.19190449281941233,0.05329721066186449,0.03333333333333333,0.2,0.15,-4.164882678582309,0,0.30870556571239127,0.04747126709067409,0.0,0.0,0.15
